Codigo_dane_del_municipio,Ano,Afiliados_Regimen_Subsidiado,Cobertura_Regimen_Subsidiado,Afiliados_Regimen_Contributivo,Afiliados_Regimen_Especial,Nacidos_Vivos_Totales,Nacidos_Vivos_Menor_2500g,Defunciones_Totales,Defunciones_Menores_1_Ano,Defunciones_1_4_Ano,Tasa_Mortalidad_Infantil,Prestadoras_Salud_Publica,Sedes_Salud_Publica,Cobertura_Acueducto_Total,Cobertura_Acueducto_Urbana,Cobertura_Acueducto_Rural,Cobertura_Aseo_Total,Cobertura_Aseo_Urbana,Cobertura_Aseo_Rural,Cobertura_Alcantarillado_Total,Cobertura_Alcantarillado_Urbana,Cobertura_Alcantarillado_Rural,Usuarios_Energia_Cabecera_Conectados_SIN,Usuarios_Energia_No_Cabecera_Conectados_SIN,Usuarios_Energia_Conectados_SIN,Usuarios_Energia_Cabecera_Zona_No_Interconectada,Usuarios_Energia_No_Cabecera_Zona_No_Interconectada,Usuarios_Energia_Zona_No_Interconectada,Usuarios_Energia_Cabecera,Usuarios_Energia_No_Cabecera,Total_Usuarios_Energia,Usuarios_Energia_Subnormales_Conectados_SIN,Indice_Cobertura_Electrica_Cabecera,Indice_Cobertura_Electrica_No_Cabecera,Indice_Cobertura_Electrica,Registro_Estatal_Inmuebles,Usuarios_Anillados_Gas_Natural,Usuarios_Residenciales_Conectados_Gas_Natural,Total_Usuarios_Conectados_Gas_Natural,Cobertura_Potencial_Gas_Natural,Cobertura_Efectiva_Gas_Natural
-1.243610569724078,-1.486698042900356,8.493042025225416,0.5924849152414814,7.2070795088584765,6.0770354950045995,6.164012375642631,5.8222309234845495,8.364823597785028,5.659149789821442,5.868837716603952,-0.7763979202670722,4.328500916376966,6.589342969734771,1.0176415160206003,0.43142657005303275,1.1183680731497183,1.1785332418112586,0.33950921648693294,0.21701314926151666,1.3181378732160465,0.4886429007792692,0.3157311682438012,7.696217125178131,10.016944222298928,7.899771437607402,0.0,-0.08588342723718752,-0.08588342723718752,7.60245655999915,9.987770782040826,7.858679586441963,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,7.912961750812248,8.023775247853957,6.038920929568418,5.9948627196651785,0.30338929361481953,-0.09998142625192306
-1.243610569724078,-0.5845392505686737,8.541730161758792,0.46309302478068726,7.258707528429544,5.934303665922974,6.106161039767954,5.62715260139757,8.30273540508771,5.545583358713814,5.456993436692254,-0.9253569992394489,4.328500916376966,6.589342969734771,1.1647838541367221,0.6071247219819705,1.2283128810967379,1.2281424672090575,0.381362029238378,0.5684661450572246,1.4308089938120645,0.5894453078761739,0.5984892914175132,7.838207652989273,10.413344287593764,8.053720184496305,0.0,-0.08588342723718752,-0.08588342723718752,7.742876375436762,10.383280206137034,8.011914096768912,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,7.912961750812248,8.33574502350018,6.613085362863821,6.568410328007317,0.4317701535000526,0.11999794529251505
-1.243610569724078,0.31761954176300866,7.607174743736663,-0.5466323984630441,7.455566375913819,8.392385958666887,6.315670459330028,5.8595863468629075,8.575076795782765,4.61433862363126,5.319712010055021,-0.9725413297378289,4.328500916376966,7.0506397608814995,1.0990627105612831,0.5359669704507511,1.0059920532333546,1.2002372779227959,0.36004078500650954,0.20410668331421664,1.4581434076844715,0.6180166907794367,0.5107627365580261,8.313516528810563,3.4132923499549963,8.249382605099798,0.0,-0.08588342723718752,-0.08588342723718752,8.212927340438155,3.398956153516555,8.206668752564836,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,7.912961750812248,8.614106097870026,7.047493747486915,7.0055246645597515,0.5463202867714211,0.2864327843073103
-1.243610569724078,1.219778334094691,7.510350896628737,-0.37399991719190623,7.796906028808563,9.437007419728685,6.485536732396308,5.8284568273809425,8.90880083153085,5.250310637833979,4.907867730143322,-1.0117750741446012,4.328500916376966,7.127522559405954,1.1326535172776189,0.5829662260917418,0.9325154248265013,1.2646603692379927,0.44295673479710784,0.16108513015655007,1.4291422612588691,0.6064597269084541,0.010006007102584239,8.540428079592393,3.4893491385172726,8.474004713829894,0.0,-0.08588342723718752,-0.08588342723718752,8.437328774622744,3.474842055857411,8.430248739641327,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,7.912961750812248,8.901933155957972,7.411414061529649,7.3660035661049115,0.6647661653688192,0.42586131998567384
-1.2435722110468619,0.31761954176300866,-0.2750926541397635,0.004561076527803782,-0.14557197329678492,-0.13942067256987675,-0.19732973647313587,-0.15671211835152213,-0.13914215881470945,-0.24630462777524473,-0.1715450554342943,-0.8342491140344453,-0.21486052741533856,-0.09946050189279326,1.2856377348226686,0.7358236182699177,-1.02001792122032,1.624671761881742,0.7758050475279391,-0.6010582307827296,1.7551551486639156,0.8465877540055392,-0.5344257453730314,-0.1527006317431637,0.2587734280616385,-0.14357570489564025,0.0,-0.08588342723718752,-0.08588342723718752,-0.15963574152265078,0.2515248805911712,-0.14735089888942313,-0.20863909589038512,0.09466613629993977,0.5436648623425362,0.3943575352065458,-0.18361387921922248,-0.166033338270864,-0.16759250615682797,-0.16689966286501948,2.830038728426783,0.4306403461277671
-1.2435722110468619,1.219778334094691,-0.2801242094944853,0.06601709722193683,-0.14511754789806505,-0.13457056187292832,-0.20608810604778802,-0.1421850092599385,-0.1631307787204915,-0.22359134155371901,-0.30882648207152713,-0.6829854961114997,-0.21486052741533856,-0.09946050189279326,-0.7038873281915957,0.407268074162804,-0.46354051490371073,-0.530228966335148,0.4362444912426313,-0.307518864237727,-0.30825975219215557,0.5705047281987303,-0.16318804970155357,-0.15206739020609814,0.29044019504667534,-0.1417413018621336,0.0,-0.08588342723718752,-0.08588342723718752,-0.15900950496213564,0.2831204979226799,-0.14552500646572894,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,-0.18361387921922248,-0.16595689694877974,-0.16635854898105065,-0.16550555304415246,2.8432185563340213,0.6287149880893204
-1.2424981680848066,-0.5845392505686737,-0.2785714446372418,0.5924849152414814,-0.10220743694709981,-0.14519461387576774,-0.1874189498491874,-0.1421850092599385,-0.12079792006322906,-0.2008780553321933,-0.1715450554342943,-0.7967175785649103,-0.21486052741533856,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.1383360474023604,0.4753514951200155,-0.12122638036315417,0.0,-0.08588342723718752,-0.08588342723718752,-0.14543005954464966,0.467616334840597,-0.1251052627924628,-0.20863909589038512,0.09466613629993977,0.5525891921566812,0.4101560093961525,-0.15566557795296548,-0.1597269291989123,-0.1458388116759894,-0.14563610433509616,-0.21606324628955545,0.13815047959737875
-1.2424981680848066,0.31761954176300866,-0.30773057700451695,-0.5282979249519111,-0.10297951893521609,-0.13942067256987675,-0.18580556598017253,-0.15048621445512914,-0.12291456299609219,-0.24630462777524473,-0.30882648207152713,-0.9977050175403219,-0.21486052741533856,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.13795832438025113,0.5089974350416172,-0.11956564862276059,0.0,-0.08588342723718752,-0.08588342723718752,-0.14505651492960553,0.501186678255325,-0.12345223592367462,-0.20863909589038512,0.09466613629993977,0.5876419818265977,0.44224594904868525,-0.15566557795296548,-0.14641339893590313,-0.13836574518448397,-0.13809708326497058,0.723616626609795,0.6292210728938233
-1.2424981680848066,1.219778334094691,-0.3067153076747808,-0.36266020079441996,-0.10149712151803283,-0.13457056187292832,-0.18234831483228353,-0.13803440666234315,-0.12644230121753072,-0.22359134155371901,-0.30882648207152713,-0.7797341399714878,-0.21486052741533856,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.13556978174044237,0.5463189818454106,-0.11579915245337125,0.0,-0.08588342723718752,-0.08588342723718752,-0.14269439456976776,0.5384243701103175,-0.11970321420165168,-0.20863909589038512,0.09466613629993977,0.6402966821114022,0.49109927743433024,-0.15566557795296548,-0.14400549729024886,-0.13534324333819792,-0.13509230287436397,0.8935681814955518,0.8278357377503103
-1.2424598094075905,0.31761954176300866,-0.2196410322185859,-0.3014366674427834,-0.13745849457595158,-0.1419612067444688,-0.1791215470942538,-0.12765790016835485,-0.1723028980962317,-0.26901791399677044,-0.1715450554342943,-0.5718021375774648,-0.21486052741533856,-0.3301088974661575,-0.7874992275181265,0.4964348862667399,-1.02001792122032,-0.33144755623424565,0.5606184159285287,-0.6010582307827296,0.0720886164470652,0.6616763320698158,-0.08788628587366759,-0.13912482194852982,-0.09465031061064769,-0.14387962965858808,0.0,-0.08588342723718752,-0.08588342723718752,-0.14621010859371236,-0.10110477712656032,-0.14765341361050854,-0.20863909589038512,0.09466613629993977,-0.13638359546062248,-0.08418193068358724,-0.1661446766071971,-0.1534714810083501,-0.165304832741061,-0.16466638014227133,1.1659471827078258,-0.7587522063267821
