Codigo_dane_del_municipio,Ano,Afiliados_Regimen_Subsidiado,Cobertura_Regimen_Subsidiado,Afiliados_Regimen_Contributivo,Afiliados_Regimen_Especial,Nacidos_Vivos_Totales,Nacidos_Vivos_Menor_2500g,Defunciones_Totales,Defunciones_Menores_1_Ano,Defunciones_1_4_Ano,Tasa_Mortalidad_Infantil,Prestadoras_Salud_Publica,Sedes_Salud_Publica,Cobertura_Acueducto_Total,Cobertura_Acueducto_Urbana,Cobertura_Acueducto_Rural,Cobertura_Aseo_Total,Cobertura_Aseo_Urbana,Cobertura_Aseo_Rural,Cobertura_Alcantarillado_Total,Cobertura_Alcantarillado_Urbana,Cobertura_Alcantarillado_Rural,Usuarios_Energia_Cabecera_Conectados_SIN,Usuarios_Energia_No_Cabecera_Conectados_SIN,Usuarios_Energia_Conectados_SIN,Usuarios_Energia_Cabecera_Zona_No_Interconectada,Usuarios_Energia_No_Cabecera_Zona_No_Interconectada,Usuarios_Energia_Zona_No_Interconectada,Usuarios_Energia_Cabecera,Usuarios_Energia_No_Cabecera,Total_Usuarios_Energia,Usuarios_Energia_Subnormales_Conectados_SIN,Indice_Cobertura_Electrica_Cabecera,Indice_Cobertura_Electrica_No_Cabecera,Indice_Cobertura_Electrica,Registro_Estatal_Inmuebles,Usuarios_Anillados_Gas_Natural,Usuarios_Residenciales_Conectados_Gas_Natural,Total_Usuarios_Conectados_Gas_Natural,Cobertura_Potencial_Gas_Natural,Cobertura_Efectiva_Gas_Natural,KMeans_Cluster,DBSCAN_Cluster
-1.243610569724078,-1.486698042900356,8.493042025225416,0.5924849152414814,7.2070795088584765,6.0770354950046,6.164012375642631,5.8222309234845495,8.364823597785028,5.659149789821442,5.868837716603952,-0.7763979202670722,4.328500916376966,6.589342969734771,1.0176415160206005,0.4314265700530327,1.1183680731497183,1.1785332418112586,0.3395092164869329,0.2170131492615166,1.3181378732160465,0.4886429007792692,0.3157311682438012,7.696217125178131,10.016944222298928,7.899771437607402,0.0,-0.0858834272371875,-0.0858834272371875,7.60245655999915,9.987770782040826,7.858679586441963,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,7.912961750812248,8.023775247853957,6.038920929568418,5.9948627196651785,0.3033892936148195,-0.099981426251923,1,-1
-1.243610569724078,-0.5845392505686737,8.541730161758792,0.4630930247806872,7.258707528429544,5.934303665922974,6.106161039767954,5.62715260139757,8.30273540508771,5.545583358713814,5.456993436692254,-0.9253569992394488,4.328500916376966,6.589342969734771,1.164783854136722,0.6071247219819705,1.228312881096738,1.2281424672090575,0.381362029238378,0.5684661450572246,1.4308089938120645,0.5894453078761739,0.5984892914175132,7.838207652989273,10.413344287593764,8.053720184496305,0.0,-0.0858834272371875,-0.0858834272371875,7.742876375436762,10.383280206137034,8.011914096768912,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,7.912961750812248,8.33574502350018,6.613085362863821,6.568410328007317,0.4317701535000526,0.119997945292515,1,-1
-1.243610569724078,0.3176195417630086,7.607174743736663,-0.5466323984630441,7.455566375913819,8.392385958666887,6.315670459330028,5.859586346862908,8.575076795782765,4.61433862363126,5.319712010055021,-0.9725413297378288,4.328500916376966,7.0506397608815,1.0990627105612831,0.5359669704507511,1.0059920532333546,1.200237277922796,0.3600407850065095,0.2041066833142166,1.4581434076844717,0.6180166907794367,0.5107627365580261,8.313516528810563,3.4132923499549963,8.249382605099798,0.0,-0.0858834272371875,-0.0858834272371875,8.212927340438155,3.398956153516555,8.206668752564836,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,7.912961750812248,8.614106097870026,7.047493747486915,7.005524664559752,0.5463202867714211,0.2864327843073103,1,-1
-1.243610569724078,1.219778334094691,7.510350896628737,-0.3739999171919062,7.796906028808563,9.437007419728683,6.485536732396308,5.828456827380943,8.90880083153085,5.250310637833979,4.907867730143322,-1.0117750741446012,4.328500916376966,7.127522559405954,1.1326535172776189,0.5829662260917418,0.9325154248265012,1.2646603692379927,0.4429567347971078,0.16108513015655,1.4291422612588691,0.6064597269084541,0.0100060071025842,8.540428079592393,3.489349138517273,8.474004713829894,0.0,-0.0858834272371875,-0.0858834272371875,8.437328774622744,3.474842055857411,8.430248739641327,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,7.912961750812248,8.901933155957972,7.411414061529649,7.366003566104911,0.6647661653688192,0.4258613199856738,1,-1
-1.243572211046862,0.3176195417630086,-0.2750926541397635,0.0045610765278037,-0.1455719732967849,-0.1394206725698767,-0.1973297364731358,-0.1567121183515221,-0.1391421588147094,-0.2463046277752447,-0.1715450554342943,-0.8342491140344453,-0.2148605274153385,-0.0994605018927932,1.2856377348226686,0.7358236182699177,-1.02001792122032,1.624671761881742,0.7758050475279391,-0.6010582307827296,1.7551551486639156,0.8465877540055392,-0.5344257453730314,-0.1527006317431637,0.2587734280616385,-0.1435757048956402,0.0,-0.0858834272371875,-0.0858834272371875,-0.1596357415226507,0.2515248805911712,-0.1473508988894231,-0.2086390958903851,0.0946661362999397,0.5436648623425362,0.3943575352065458,-0.1836138792192224,-0.166033338270864,-0.1675925061568279,-0.1668996628650194,2.830038728426783,0.4306403461277671,0,0
-1.243572211046862,1.219778334094691,-0.2801242094944853,0.0660170972219368,-0.145117547898065,-0.1345705618729283,-0.206088106047788,-0.1421850092599385,-0.1631307787204915,-0.223591341553719,-0.3088264820715271,-0.6829854961114997,-0.2148605274153385,-0.0994605018927932,-0.7038873281915957,0.407268074162804,-0.4635405149037107,-0.530228966335148,0.4362444912426313,-0.307518864237727,-0.3082597521921555,0.5705047281987303,-0.1631880497015535,-0.1520673902060981,0.2904401950466753,-0.1417413018621336,0.0,-0.0858834272371875,-0.0858834272371875,-0.1590095049621356,0.2831204979226799,-0.1455250064657289,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,-0.1836138792192224,-0.1659568969487797,-0.1663585489810506,-0.1655055530441524,2.8432185563340213,0.6287149880893204,2,0
-1.2424981680848066,-0.5845392505686737,-0.2785714446372418,0.5924849152414814,-0.1022074369470998,-0.1451946138757677,-0.1874189498491874,-0.1421850092599385,-0.120797920063229,-0.2008780553321933,-0.1715450554342943,-0.7967175785649103,-0.2148605274153385,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.1383360474023604,0.4753514951200155,-0.1212263803631541,0.0,-0.0858834272371875,-0.0858834272371875,-0.1454300595446496,0.467616334840597,-0.1251052627924628,-0.2086390958903851,0.0946661362999397,0.5525891921566812,0.4101560093961525,-0.1556655779529654,-0.1597269291989123,-0.1458388116759894,-0.1456361043350961,-0.2160632462895554,0.1381504795973787,0,0
-1.2424981680848066,0.3176195417630086,-0.3077305770045169,-0.5282979249519111,-0.102979518935216,-0.1394206725698767,-0.1858055659801725,-0.1504862144551291,-0.1229145629960921,-0.2463046277752447,-0.3088264820715271,-0.997705017540322,-0.2148605274153385,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.1379583243802511,0.5089974350416172,-0.1195656486227605,0.0,-0.0858834272371875,-0.0858834272371875,-0.1450565149296055,0.501186678255325,-0.1234522359236746,-0.2086390958903851,0.0946661362999397,0.5876419818265977,0.4422459490486852,-0.1556655779529654,-0.1464133989359031,-0.1383657451844839,-0.1380970832649705,0.723616626609795,0.6292210728938233,0,0
-1.2424981680848066,1.219778334094691,-0.3067153076747808,-0.3626602007944199,-0.1014971215180328,-0.1345705618729283,-0.1823483148322835,-0.1380344066623431,-0.1264423012175307,-0.223591341553719,-0.3088264820715271,-0.7797341399714878,-0.2148605274153385,-0.3301088974661575,1.2856377348226686,0.7358236182699177,1.6813287113845794,1.624671761881742,0.7758050475279391,2.708292012114707,1.7551551486639156,0.8465877540055392,3.230662446021268,-0.1355697817404423,0.5463189818454106,-0.1157991524533712,0.0,-0.0858834272371875,-0.0858834272371875,-0.1426943945697677,0.5384243701103175,-0.1197032142016516,-0.2086390958903851,0.0946661362999397,0.6402966821114022,0.4910992774343302,-0.1556655779529654,-0.1440054972902488,-0.1353432433381979,-0.1350923028743639,0.8935681814955518,0.8278357377503103,0,0
-1.2424598094075905,0.3176195417630086,-0.2196410322185859,-0.3014366674427834,-0.1374584945759515,-0.1419612067444688,-0.1791215470942538,-0.1276579001683548,-0.1723028980962317,-0.2690179139967704,-0.1715450554342943,-0.5718021375774648,-0.2148605274153385,-0.3301088974661575,-0.7874992275181265,0.4964348862667399,-1.02001792122032,-0.3314475562342456,0.5606184159285287,-0.6010582307827296,0.0720886164470652,0.6616763320698158,-0.0878862858736675,-0.1391248219485298,-0.0946503106106476,-0.143879629658588,0.0,-0.0858834272371875,-0.0858834272371875,-0.1462101085937123,-0.1011047771265603,-0.1476534136105085,-0.2086390958903851,0.0946661362999397,-0.1363835954606224,-0.0841819306835872,-0.1661446766071971,-0.1534714810083501,-0.165304832741061,-0.1646663801422713,1.1659471827078258,-0.7587522063267821,2,0
